Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[4]     61.7    0.02    0.24     513         BinaryTree::variableSplit(int, DataSet*, float*, float**, float**, float**, float**) [4]
                0.17    0.03     513/779         DataSet::sort(unsigned int) [3]
                0.02    0.00 5904828/5904828     DataSet::getValueAt(unsigned int, unsigned int) const [9]
                0.01    0.00 13269258/13374458     DataSet::getOutputVariableAt(unsigned int) const [11]
                0.00    0.00 2950263/2985400     DataSet::getNumberOfInstances() const [21]
                0.00    0.00 2948724/2985113     std::vector<NominalFeature, std::allocator<NominalFeature> >::push_back(NominalFeature const&) [34]
                0.00    0.00  192615/192635      BinaryTree::computeVariance(float, float, float) [46]
-----------------------------------------------
                0.00    0.01       7/133         DataSet::processNumericFeature(std::string const&) [20]
                0.00    0.10     126/133         DataSet::DataSet(unsigned int, std::string const&, float, DataSet const*) [6]
[5]     25.2    0.00    0.11     133         void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
                0.09    0.02     266/779         DataSet::sort(unsigned int) [3]
                0.00    0.00     646/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00     133/133         std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_check_len(unsigned long, char const*) const [120]
                0.00    0.00     133/3439        NominalFeature const& std::forward<NominalFeature const&>(std::remove_reference<NominalFeature const&>::type&) [65]
                0.00    0.00     133/2299        NominalFeature::NominalFeature(NominalFeature const&) [77]
                0.00    0.00     133/1102        _ZN9__gnu_cxx13new_allocatorI14NominalFeatureE9constructIS1_IRKS1_EEEvPT_DpOT0_ [99]
                0.00    0.00     133/1102        _ZNSt16allocator_traitsISaI14NominalFeatureEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_ [100]
                0.00    0.00     133/1102        _ZNSt16allocator_traitsISaI14NominalFeatureEE9constructIS0_JRKS0_EEEvRS1_PT_DpOT0_ [101]
                0.00    0.00     133/133         NominalFeature* std::__uninitialized_copy<false>::__uninit_copy<NominalFeature*, NominalFeature*>(NominalFeature*, NominalFeature*, NominalFeature*) [122]
                0.00    0.00     133/133         NominalFeature* std::uninitialized_copy<NominalFeature*, NominalFeature*>(NominalFeature*, NominalFeature*, NominalFeature*) [124]
                0.00    0.00     133/152         void std::_Destroy_aux<false>::__destroy<NominalFeature*>(NominalFeature*, NominalFeature*) [115]
                0.00    0.00     133/152         void std::_Destroy<NominalFeature*>(NominalFeature*, NominalFeature*) [117]
                0.00    0.00     133/304         DataSet::print() const [110]
-----------------------------------------------
                0.00    0.10      18/18          BinaryTree::buildRBinaryTree(int, float, float, float, DataSet*, int) [2]
[6]     23.9    0.00    0.10      18         DataSet::DataSet(unsigned int, std::string const&, float, DataSet const*) [6]
                0.00    0.10     126/133         void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
                0.00    0.00    4212/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00    1044/1044        std::vector<std::string, std::allocator<std::string> >::push_back(std::string const&) [105]
                0.00    0.00    1044/2985113     std::vector<NominalFeature, std::allocator<NominalFeature> >::push_back(NominalFeature const&) [34]
                0.00    0.00     126/126         _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJRKSsEEEvDpOT_ [126]
                0.00    0.00      18/38          std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [155]
                0.00    0.00      18/19          std::_Deque_base<int, std::allocator<int> >::_Deque_base() [180]
                0.00    0.00      18/19          std::deque<int, std::allocator<int> >::deque() [189]
                0.00    0.00      18/37          std::deque<int, std::allocator<int> >::~deque() [170]
                0.00    0.00      18/19          void std::swap<unsigned long>(unsigned long&, unsigned long&) [209]
                0.00    0.00      18/19          std::_Deque_base<int, std::allocator<int> >::_Deque_base(std::_Deque_base<int, std::allocator<int> >&&) [181]
                0.00    0.00      18/19          std::deque<int, std::allocator<int> >::deque(std::deque<int, std::allocator<int> >&&) [188]
                0.00    0.00      18/19          std::stack<int, std::deque<int, std::allocator<int> > >::stack(std::deque<int, std::allocator<int> >&&) [190]
                0.00    0.00      18/19          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl() [185]
                0.00    0.00      18/19          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base() [186]
                0.00    0.00      18/19          std::vector<std::string, std::allocator<std::string> >::vector() [193]
                0.00    0.00      18/19          std::_Vector_base<NominalFeature, std::allocator<NominalFeature> >::_Vector_impl::_Vector_impl() [182]
                0.00    0.00      18/19          std::_Vector_base<NominalFeature, std::allocator<NominalFeature> >::_Vector_base() [183]
                0.00    0.00      18/19          std::vector<NominalFeature, std::allocator<NominalFeature> >::vector() [191]
                0.00    0.00      18/18          DataSet::getNumberOfInstancesWithThresholdAt(unsigned int, std::string const&, float) const [212]
-----------------------------------------------
                                                 <spontaneous>
[7]      9.7    0.00    0.04                 DataSet::DataSet(std::string const&) [7]
                0.02    0.01       1/1           DataSet::readData(std::string const&) [8]
                0.00    0.01       1/1           DataSet::loadData(std::string const&) [19]
                0.00    0.00       1/38          std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [155]
                0.00    0.00       1/19          std::_Deque_base<int, std::allocator<int> >::_Deque_base() [180]
                0.00    0.00       1/19          std::deque<int, std::allocator<int> >::deque() [189]
                0.00    0.00       1/19          void std::swap<unsigned long>(unsigned long&, unsigned long&) [209]
                0.00    0.00       1/19          std::_Deque_base<int, std::allocator<int> >::_Deque_base(std::_Deque_base<int, std::allocator<int> >&&) [181]
                0.00    0.00       1/19          std::deque<int, std::allocator<int> >::deque(std::deque<int, std::allocator<int> >&&) [188]
                0.00    0.00       1/19          std::stack<int, std::deque<int, std::allocator<int> > >::stack(std::deque<int, std::allocator<int> >&&) [190]
                0.00    0.00       1/37          std::deque<int, std::allocator<int> >::~deque() [170]
                0.00    0.00       1/19          std::_Vector_base<NominalFeature, std::allocator<NominalFeature> >::_Vector_impl::_Vector_impl() [182]
                0.00    0.00       1/19          std::_Vector_base<NominalFeature, std::allocator<NominalFeature> >::_Vector_base() [183]
                0.00    0.00       1/19          std::vector<NominalFeature, std::allocator<NominalFeature> >::vector() [191]
                0.00    0.00       1/19          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_impl::_Vector_impl() [185]
                0.00    0.00       1/19          std::_Vector_base<std::string, std::allocator<std::string> >::_Vector_base() [186]
                0.00    0.00       1/19          std::vector<std::string, std::allocator<std::string> >::vector() [193]
-----------------------------------------------
                0.02    0.01       1/1           DataSet::DataSet(std::string const&) [7]
[8]      7.7    0.02    0.01       1         DataSet::readData(std::string const&) [8]
                0.01    0.00  266626/266686      DataSet::extractValue(std::string, unsigned int&, char*) const [17]
                0.00    0.00    4657/9315        DataSet::readLine(std::basic_ifstream<char, std::char_traits<char> >&, std::string&) const [22]
                0.00    0.00  271285/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00    4657/4717        DataSet::trim(std::string const&) const [54]
                0.00    0.00    4657/14032       DataSet::getFeatureName(unsigned int) const [47]
                0.00    0.00    4597/4597        NominalFeature::getIntValue(std::string) const [55]
-----------------------------------------------
                0.02    0.00 5904828/5904828     BinaryTree::variableSplit(int, DataSet*, float*, float**, float**, float**, float**) [4]
[9]      4.8    0.02    0.00 5904828         DataSet::getValueAt(unsigned int, unsigned int) const [9]
-----------------------------------------------
                0.01    0.01 2236280/2236280     DataSet::sort(unsigned int) [3]
[10]     4.8    0.01    0.01 2236280         std::deque<int, std::allocator<int> >::back() [10]
                0.01    0.00 2236280/2236280     std::_Deque_iterator<int, int&, int*>::operator--() [12]
                0.00    0.00 2236280/2236318     std::deque<int, std::allocator<int> >::end() [39]
-----------------------------------------------
                0.00    0.00       1/13374458     __libc_csu_init [25]
                0.00    0.00      19/13374458     parseArgs(int, char**) [24]
                0.00    0.00   13791/13374458     BinaryTree::BinaryTree(unsigned int, DataSet*) [1]
                0.00    0.00   91389/13374458     BinaryTree::buildRBinaryTree(int, float, float, float, DataSet*, int) [2]
                0.01    0.00 13269258/13374458     BinaryTree::variableSplit(int, DataSet*, float*, float**, float**, float**, float**) [4]
[11]     2.4    0.01    0.00 13374458         DataSet::getOutputVariableAt(unsigned int) const [11]
                0.00    0.00      22/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.01    0.00 2236280/2236280     std::deque<int, std::allocator<int> >::back() [10]
[12]     2.4    0.01    0.00 2236280         std::_Deque_iterator<int, int&, int*>::operator--() [12]
-----------------------------------------------
                0.01    0.00 2236280/2236280     DataSet::sort(unsigned int) [3]
[13]     2.4    0.01    0.00 2236280         std::stack<int, std::deque<int, std::allocator<int> > >::top() [13]
-----------------------------------------------
                0.01    0.00 2235254/2235254     std::deque<int, std::allocator<int> >::push_back(int const&) [15]
[14]     2.4    0.01    0.00 2235254         _ZN9__gnu_cxx13new_allocatorIiE9constructIiJRKiEEEvPT_DpOT0_ [14]
                0.00    0.00 2235254/2235254     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [42]
                0.00    0.00 2235254/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.00    0.01 2235254/2235254     DataSet::sort(unsigned int) [3]
[15]     2.4    0.00    0.01 2235254         std::deque<int, std::allocator<int> >::push_back(int const&) [15]
                0.01    0.00 2235254/2235254     _ZN9__gnu_cxx13new_allocatorIiE9constructIiJRKiEEEvPT_DpOT0_ [14]
-----------------------------------------------
                0.01    0.00 2235254/2235254     DataSet::sort(unsigned int) [3]
[16]     2.4    0.01    0.00 2235254         std::stack<int, std::deque<int, std::allocator<int> > >::push(int const&) [16]
-----------------------------------------------
                0.00    0.00       3/266686      DataSet::processNominalFeature(std::string const&) [23]
                0.00    0.00      57/266686      DataSet::processNumericFeature(std::string const&) [20]
                0.01    0.00  266626/266686      DataSet::readData(std::string const&) [8]
[17]     2.4    0.01    0.00  266686         DataSet::extractValue(std::string, unsigned int&, char*) const [17]
-----------------------------------------------
                0.00    0.01       1/1           DataSet::loadData(std::string const&) [19]
[18]     1.9    0.00    0.01       1         DataSet::readHeader(std::string const&) [18]
                0.00    0.01      57/57          DataSet::processNumericFeature(std::string const&) [20]
                0.00    0.00    4658/9315        DataSet::readLine(std::basic_ifstream<char, std::char_traits<char> >&, std::string&) const [22]
                0.00    0.00       1/1           DataSet::processNominalFeature(std::string const&) [23]
                0.00    0.00      62/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00      60/4717        DataSet::trim(std::string const&) const [54]
                0.00    0.00      60/14032       DataSet::getFeatureName(unsigned int) const [47]
                0.00    0.00      58/58          void std::vector<std::string, std::allocator<std::string> >::emplace_back<std::string>(std::string&&) [139]
                0.00    0.00      58/58          std::vector<std::string, std::allocator<std::string> >::push_back(std::string&&) [140]
                0.00    0.00       7/7           _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
-----------------------------------------------
                0.00    0.01       1/1           DataSet::DataSet(std::string const&) [7]
[19]     1.9    0.00    0.01       1         DataSet::loadData(std::string const&) [19]
                0.00    0.01       1/1           DataSet::readHeader(std::string const&) [18]
                0.00    0.00       2/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.00    0.01      57/57          DataSet::readHeader(std::string const&) [18]
[20]     1.3    0.00    0.01      57         DataSet::processNumericFeature(std::string const&) [20]
                0.00    0.01       7/133         void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
                0.00    0.00      57/266686      DataSet::extractValue(std::string, unsigned int&, char*) const [17]
                0.00    0.00      57/58          NominalFeature::NominalFeature(std::string const&) [133]
                0.00    0.00      57/2985113     std::vector<NominalFeature, std::allocator<NominalFeature> >::push_back(NominalFeature const&) [34]
                0.00    0.00      57/2357        NominalFeature::~NominalFeature() [68]
-----------------------------------------------
                0.00    0.00    4599/2985400     BinaryTree::BinaryTree(unsigned int, DataSet*) [1]
                0.00    0.00   30538/2985400     BinaryTree::buildRBinaryTree(int, float, float, float, DataSet*, int) [2]
                0.00    0.00 2950263/2985400     BinaryTree::variableSplit(int, DataSet*, float*, float**, float**, float**, float**) [4]
[21]     1.2    0.01    0.00 2985400         DataSet::getNumberOfInstances() const [21]
-----------------------------------------------
                0.00    0.00    4657/9315        DataSet::readData(std::string const&) [8]
                0.00    0.00    4658/9315        DataSet::readHeader(std::string const&) [18]
[22]     1.2    0.01    0.00    9315         DataSet::readLine(std::basic_ifstream<char, std::char_traits<char> >&, std::string&) const [22]
                0.00    0.00    9314/9314        DataSet::isAComment(std::string const&) const [49]
-----------------------------------------------
                0.00    0.00       1/1           DataSet::readHeader(std::string const&) [18]
[23]     0.0    0.00    0.00       1         DataSet::processNominalFeature(std::string const&) [23]
                0.00    0.00       3/266686      DataSet::extractValue(std::string, unsigned int&, char*) const [17]
                0.00    0.00       2/2           NominalFeature::add(std::string const&) [223]
                0.00    0.00       1/58          NominalFeature::NominalFeature(std::string const&) [133]
                0.00    0.00       1/2357        NominalFeature::~NominalFeature() [68]
                0.00    0.00       1/2985113     std::vector<NominalFeature, std::allocator<NominalFeature> >::push_back(NominalFeature const&) [34]
-----------------------------------------------
                                                 <spontaneous>
[24]     0.0    0.00    0.00                 parseArgs(int, char**) [24]
                0.00    0.00      19/13374458     DataSet::getOutputVariableAt(unsigned int) const [11]
                0.00    0.00      10/10          getAtribute(std::string const&) [216]
                0.00    0.00       5/5           getValue(std::string const&) [220]
-----------------------------------------------
                                                 <spontaneous>
[25]     0.0    0.00    0.00                 __libc_csu_init [25]
                0.00    0.00       1/13374458     DataSet::getOutputVariableAt(unsigned int) const [11]
                0.00    0.00       1/1           _GLOBAL__sub_I__Z11getAtributeRKSs [249]
                0.00    0.00       1/2985113     std::vector<NominalFeature, std::allocator<NominalFeature> >::push_back(NominalFeature const&) [34]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN10BinaryTreeC2Ev [250]
                0.00    0.00       1/5935611     std::char_traits<char>::length(char const*) [33]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN7DataSetC2ERKSs [252]
                0.00    0.00       1/12          frame_dummy [26]
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN13Configuration8NOTVALIDE [251]
-----------------------------------------------
                0.00    0.00       1/12          __libc_csu_init [25]
                0.00    0.00      11/12          Configuration::print() [266]
[26]     0.0    0.00    0.00      12         frame_dummy [26]
                0.00    0.00       6/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                                 812             std::char_traits<char>::length(char const*) [33]
                0.00    0.00       1/5935611     __libc_csu_init [25]
                0.00    0.00       2/5935611     DataSet::loadData(std::string const&) [19]
                0.00    0.00       2/5935611     _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsiEEE9constructIS5_JS2_ISsiEEEEvPT_DpOT0_ [224]
                0.00    0.00       2/5935611     std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string, int> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string, int>&&) [239]
                0.00    0.00       2/5935611     _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKiSsEEE9constructIS5_JS2_IiSsEEEEvPT_DpOT0_ [225]
                0.00    0.00       3/5935611     std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_<std::pair<int, std::string> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<int, std::string>&&) [242]
                0.00    0.00       4/5935611     _ZNSt8_Rb_treeISsSt4pairIKSsiESt10_Select1stIS2_ESt4lessISsESaIS2_EE14_M_create_nodeIJS0_ISsiEEEEPSt13_Rb_tree_nodeIS2_EDpOT_ [240]
                0.00    0.00       4/5935611     std::_Rb_tree_node<std::pair<int const, std::string> >* std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_create_node<std::pair<int, std::string> >(std::pair<int, std::string>&&) [243]
                0.00    0.00       5/5935611     std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique<std::pair<std::string, int> >(std::pair<std::string, int>&&) [241]
                0.00    0.00       6/5935611     frame_dummy [26]
                0.00    0.00       8/5935611     std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_unique<std::pair<int, std::string> >(std::pair<int, std::string>&&) [244]
                0.00    0.00      22/5935611     DataSet::getOutputVariableAt(unsigned int) const [11]
                0.00    0.00      34/5935611     _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_ [218]
                0.00    0.00      38/5935611     std::_Deque_base<int, std::allocator<int> >::~_Deque_base() [156]
                0.00    0.00      38/5935611     _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsiEEE9constructIS5_IRKS4_EEEvPT_DpOT0_ [153]
                0.00    0.00      38/5935611     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_copy(std::_Rb_tree_node<std::pair<std::string const, int> > const*, std::_Rb_tree_node<std::pair<std::string const, int> >*) [199]
                0.00    0.00      38/5935611     _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKiSsEEE9constructIS5_JRKS4_EEEvPT_DpOT0_ [154]
                0.00    0.00      57/5935611     std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_copy(std::_Rb_tree_node<std::pair<int const, std::string> > const*, std::_Rb_tree_node<std::pair<int const, std::string> >*) [205]
                0.00    0.00      58/5935611     _ZN9__gnu_cxx13new_allocatorISsE9constructISsJSsEEEvPT_DpOT0_ [134]
                0.00    0.00      62/5935611     DataSet::readHeader(std::string const&) [18]
                0.00    0.00      76/5935611     DataSet::~DataSet() [119]
                0.00    0.00      76/5935611     std::deque<int, std::allocator<int> >::~deque() [170]
                0.00    0.00      76/5935611     std::_Deque_iterator<int, int&, int*>::_M_set_node(int**) [130]
                0.00    0.00      76/5935611     std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::pair<std::string const, int> const&>(std::pair<std::string const, int> const&) [165]
                0.00    0.00      76/5935611     _ZNSt8_Rb_treeIiSt4pairIKiSsESt10_Select1stIS2_ESt4lessIiESaIS2_EE14_M_create_nodeIJRKS2_EEEPSt13_Rb_tree_nodeIS2_EDpOT_ [167]
                0.00    0.00     152/5935611     std::_Deque_base<int, std::allocator<int> >::_M_initialize_map(unsigned long) [155]
                0.00    0.00     160/5935611     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, int> >*) [72]
                0.00    0.00     160/5935611     std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, std::string> >*) [75]
                0.00    0.00     184/5935611     std::vector<NominalFeature, std::allocator<NominalFeature> >::push_back(NominalFeature const&) [34]
                0.00    0.00     612/5935611     _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJRKSsEEEvDpOT_ [126]
                0.00    0.00     646/5935611     void std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_emplace_back_aux<NominalFeature const&>(NominalFeature const&) [5]
                0.00    0.00     665/5935611     std::vector<std::string, std::allocator<std::string> >::_M_check_len(unsigned long, char const*) const [121]
                0.00    0.00     665/5935611     std::vector<NominalFeature, std::allocator<NominalFeature> >::_M_check_len(unsigned long, char const*) const [120]
                0.00    0.00    1026/5935611     _ZN9__gnu_cxx13new_allocatorIiE9constructIiJiEEEvPT_DpOT0_ [106]
                0.00    0.00    1044/5935611     _ZN9__gnu_cxx13new_allocatorISsE9constructISsIRKSsEEEvPT_DpOT0_ [102]
                0.00    0.00    1102/5935611     _ZN9__gnu_cxx13new_allocatorI14NominalFeatureE9constructIS1_IRKS1_EEEvPT_DpOT0_ [99]
                0.00    0.00    1197/5935611     _ZSt10_ConstructISsJSsEEvPT_DpOT0_ [97]
                0.00    0.00    1197/5935611     _ZSt10_ConstructI14NominalFeatureJRS0_EEvPT_DpOT0_ [96]
                0.00    0.00    2318/5935611     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_Rb_tree(std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > > const&) [83]
                0.00    0.00    2318/5935611     std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_Rb_tree(std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > > const&) [85]
                0.00    0.00    2357/5935611     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::~_Rb_tree() [73]
                0.00    0.00    2357/5935611     std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::~_Rb_tree() [76]
                0.00    0.00    4212/5935611     DataSet::DataSet(unsigned int, std::string const&, float, DataSet const*) [6]
                0.00    0.00    4597/5935611     std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::lower_bound(std::string const&) const [60]
                0.00    0.00   18424/5935611     DataSet::getFeatureName(unsigned int) const [47]
                0.00    0.00   27942/5935611     DataSet::isAComment(std::string const&) const [49]
                0.00    0.00  271285/5935611     DataSet::readData(std::string const&) [8]
                0.00    0.00 2235254/5935611     _ZN9__gnu_cxx13new_allocatorIiE9constructIiJRKiEEEvPT_DpOT0_ [14]
                0.00    0.00 3354933/5935611     DataSet::sort(unsigned int) [3]
[33]     0.0    0.00    0.00 5935611+812     std::char_traits<char>::length(char const*) [33]
                                 812             std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.00    0.00       1/2985113     DataSet::processNominalFeature(std::string const&) [23]
                0.00    0.00       1/2985113     BinaryTree::saveToBinaryFile() const [270]
                0.00    0.00       1/2985113     BinaryTree::readFromBinaryFile() [263]
                0.00    0.00       1/2985113     __libc_csu_init [25]
                0.00    0.00      57/2985113     DataSet::processNumericFeature(std::string const&) [20]
                0.00    0.00     224/2985113     BinaryTree::print(int, DataSet const*) [265]
                0.00    0.00    1044/2985113     DataSet::DataSet(unsigned int, std::string const&, float, DataSet const*) [6]
                0.00    0.00    4597/2985113     BinaryTree::BinaryTree(unsigned int, DataSet*) [1]
                0.00    0.00   30463/2985113     BinaryTree::buildRBinaryTree(int, float, float, float, DataSet*, int) [2]
                0.00    0.00 2948724/2985113     BinaryTree::variableSplit(int, DataSet*, float*, float**, float**, float**, float**) [4]
[34]     0.0    0.00    0.00 2985113         std::vector<NominalFeature, std::allocator<NominalFeature> >::push_back(NominalFeature const&) [34]
                0.00    0.00     969/2299        NominalFeature::NominalFeature(NominalFeature const&) [77]
                0.00    0.00     969/1102        _ZN9__gnu_cxx13new_allocatorI14NominalFeatureE9constructIS1_IRKS1_EEEvPT_DpOT0_ [99]
                0.00    0.00     969/1102        _ZNSt16allocator_traitsISaI14NominalFeatureEE12_S_constructIS0_IRKS0_EEENSt9enable_ifIXsrNS2_18__construct_helperIT_IDpT0_EEE5valueEvE4typeERS1_PS8_DpOS9_ [100]
                0.00    0.00     969/1102        _ZNSt16allocator_traitsISaI14NominalFeatureEE9constructIS0_JRKS0_EEEvRS1_PT_DpOT0_ [101]
                0.00    0.00     184/5935611     std::char_traits<char>::length(char const*) [33]
-----------------------------------------------
                0.00    0.00 2782174/2782174     bool __gnu_cxx::operator!=<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [43]
[35]     0.0    0.00    0.00 2782174         __gnu_cxx::__normal_iterator<char*, std::string>::base() const [35]
-----------------------------------------------
                0.00    0.00 2772740/2772740     DataSet::getFeatureName(unsigned int) const [47]
[36]     0.0    0.00    0.00 2772740         __gnu_cxx::__normal_iterator<char*, std::string>::operator++() [36]
-----------------------------------------------
                0.00    0.00 2772740/2772740     DataSet::getFeatureName(unsigned int) const [47]
[37]     0.0    0.00    0.00 2772740         __gnu_cxx::__normal_iterator<char*, std::string>::operator*() const [37]
-----------------------------------------------
                0.00    0.00      38/2236394     std::deque<int, std::allocator<int> >::begin() [163]
                0.00    0.00      38/2236394     void std::swap<std::_Deque_iterator<int, int&, int*> >(std::_Deque_iterator<int, int&, int*>&, std::_Deque_iterator<int, int&, int*>&) [169]
                0.00    0.00 2236318/2236394     std::deque<int, std::allocator<int> >::end() [39]
[38]     0.0    0.00    0.00 2236394         std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [38]
-----------------------------------------------
                0.00    0.00      38/2236318     std::deque<int, std::allocator<int> >::~deque() [170]
                0.00    0.00 2236280/2236318     std::deque<int, std::allocator<int> >::back() [10]
[39]     0.0    0.00    0.00 2236318         std::deque<int, std::allocator<int> >::end() [39]
                0.00    0.00 2236318/2236394     std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&) [38]
-----------------------------------------------
                0.00    0.00 2236280/2236280     DataSet::sort(unsigned int) [3]
[40]     0.0    0.00    0.00 2236280         std::deque<int, std::allocator<int> >::pop_back() [40]
-----------------------------------------------
                0.00    0.00 2236280/2236280     DataSet::sort(unsigned int) [3]
[41]     0.0    0.00    0.00 2236280         std::stack<int, std::deque<int, std::allocator<int> > >::pop() [41]
-----------------------------------------------
                0.00    0.00 2235254/2235254     _ZN9__gnu_cxx13new_allocatorIiE9constructIiJRKiEEEvPT_DpOT0_ [14]
[42]     0.0    0.00    0.00 2235254         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [42]
-----------------------------------------------
                0.00    0.00 1391087/1391087     DataSet::getFeatureName(unsigned int) const [47]
[43]     0.0    0.00    0.00 1391087         bool __gnu_cxx::operator!=<char*, std::string>(__gnu_cxx::__normal_iterator<char*, std::string> const&, __gnu_cxx::__normal_iterator<char*, std::string> const&) [43]
