Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_leftmost()
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_rightmost()
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_copy(std::_Rb_tree_node<std::pair<std::string const, int> > const*, std::_Rb_tree_node<std::pair<std::string const, int> >*)
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_root()
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_maximum(std::_Rb_tree_node_base*)
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_minimum(std::_Rb_tree_node_base*)
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_leftmost()
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_rightmost()
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_copy(std::_Rb_tree_node<std::pair<int const, std::string> > const*, std::_Rb_tree_node<std::pair<int const, std::string> >*)
  0.00      0.42     0.00       19     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_root()
  0.00      0.42     0.00       19     0.00     0.00  std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&)
  0.00      0.42     0.00       19     0.00     0.00  void std::swap<int**>(int**&, int**&)
  0.00      0.42     0.00       19     0.00     0.00  void std::swap<unsigned long>(unsigned long&, unsigned long&)
  0.00      0.42     0.00       18     0.00     0.00  BinaryTree::deallocateMemory(DataSet*)
  0.00      0.42     0.00       18     0.00     0.00  BinaryTree::deallocateMemory(float*)
  0.00      0.42     0.00       18     0.00     5.57  DataSet::DataSet(unsigned int, std::string const&, float, DataSet const*)
  0.00      0.42     0.00       18     0.00     0.00  DataSet::getNumberOfInstancesWithThresholdAt(unsigned int, std::string const&, float) const
  0.00      0.42     0.00       18     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::~stack()
  0.00      0.42     0.00       12     0.00     0.00  std::pair<std::string, int>&& std::forward<std::pair<std::string, int> >(std::remove_reference<std::pair<std::string, int> >::type&)
  0.00      0.42     0.00       12     0.00     0.00  std::pair<int, std::string>&& std::forward<std::pair<int, std::string> >(std::remove_reference<std::pair<int, std::string> >::type&)
  0.00      0.42     0.00       12     0.00     0.00  frame_dummy
  0.00      0.42     0.00       10     0.00     0.00  getAtribute(std::string const&)
  0.00      0.42     0.00        9     0.00     0.00  DataSet::getNumberOfFeatures() const
  0.00      0.42     0.00        7     0.00     0.00  _ZNSt6vectorISsSaISsEE19_M_emplace_back_auxIJSsEEEvDpOT_
  0.00      0.42     0.00        6     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::string const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<std::string const, int> >*)
  0.00      0.42     0.00        5     0.00     0.00  getValue(std::string const&)
  0.00      0.42     0.00        5     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, std::string> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<int const, std::string> >*)
  0.00      0.42     0.00        4     0.00     0.00  bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  0.00      0.42     0.00        2     0.00     0.00  NominalFeature::add(std::string const&)
  0.00      0.42     0.00        2     0.00     0.00  _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKSsiEEE9constructIS5_JS2_ISsiEEEEvPT_DpOT0_
  0.00      0.42     0.00        2     0.00     0.00  _ZN9__gnu_cxx13new_allocatorISt13_Rb_tree_nodeISt4pairIKiSsEEE9constructIS5_JS2_IiSsEEEEvPT_DpOT0_
  0.00      0.42     0.00        2     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator==(std::_Rb_tree_iterator<std::pair<std::string const, int> > const&) const
  0.00      0.42     0.00        2     0.00     0.00  _ZNSt13_Rb_tree_nodeISt4pairIKSsiEEC2IJS0_ISsiEEEEDpOT_
  0.00      0.42     0.00        2     0.00     0.00  std::_Rb_tree_node<std::pair<int const, std::string> >::_Rb_tree_node<std::pair<int, std::string> >(std::pair<int, std::string>&&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::insert<std::pair<std::string, int>, void>(std::pair<std::string, int>&&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::map<int, std::string, std::less<int>, std::allocator<std::pair<int const, std::string> > >::insert<std::pair<int, std::string>, void>(std::pair<int, std::string>&&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<std::string const, int>::pair<std::string, int, void>(std::pair<std::string, int>&&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<int const, std::string>::pair<int, std::string, void>(std::pair<int, std::string>&&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<std::string, int>::pair<int, void>(std::string const&, int&&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<std::string, int>::~pair()
  0.00      0.42     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool>::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool, void>(std::_Rb_tree_iterator<std::pair<std::string const, int> >&&, bool&&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool, void>(std::_Rb_tree_iterator<std::pair<int const, std::string> >&&, bool&&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<int, std::string>::pair<int, void>(int&&, std::string const&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<int, std::string>::~pair()
  0.00      0.42     0.00        2     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_<std::pair<std::string, int> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<std::string, int>&&)
  0.00      0.42     0.00        2     0.00     0.00  _ZNSt8_Rb_treeISsSt4pairIKSsiESt10_Select1stIS2_ESt4lessISsESaIS2_EE14_M_create_nodeIJS0_ISsiEEEEPSt13_Rb_tree_nodeIS2_EDpOT_
  0.00      0.42     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<std::string const, int> >, bool> std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique<std::pair<std::string, int> >(std::pair<std::string, int>&&)
  0.00      0.42     0.00        2     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, std::string> > std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_<std::pair<int, std::string> >(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<int, std::string>&&)
  0.00      0.42     0.00        2     0.00     0.00  std::_Rb_tree_node<std::pair<int const, std::string> >* std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_create_node<std::pair<int, std::string> >(std::pair<int, std::string>&&)
  0.00      0.42     0.00        2     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::pair<int const, std::string> >, bool> std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_M_insert_unique<std::pair<int, std::string> >(std::pair<int, std::string>&&)
  0.00      0.42     0.00        2     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      0.42     0.00        2     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node_base const*)
  0.00      0.42     0.00        2     0.00     0.00  std::_Rb_tree_iterator<std::pair<std::string const, int> >&& std::forward<std::_Rb_tree_iterator<std::pair<std::string const, int> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<std::string const, int> > >::type&)
  0.00      0.42     0.00        2     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, std::string> >&& std::forward<std::_Rb_tree_iterator<std::pair<int const, std::string> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int const, std::string> > >::type&)
  0.00      0.42     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z11getAtributeRKSs
  0.00      0.42     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN10BinaryTreeC2Ev
  0.00      0.42     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN13Configuration8NOTVALIDE
  0.00      0.42     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN7DataSetC2ERKSs
  0.00      0.42     0.00        1     0.00   359.48  BinaryTree::buildRBinaryTree(int, float, float, float, DataSet*, int)
  0.00      0.42     0.00        1     0.00     0.00  BinaryTree::readFromBinaryFile(std::basic_ifstream<char, std::char_traits<char> >&)
  0.00      0.42     0.00        1     0.00     8.08  DataSet::readHeader(std::string const&)
  0.00      0.42     0.00        1     0.00     0.00  DataSet::processNominalFeature(std::string const&)
  0.00      0.42     0.00        1     0.00     8.08  DataSet::loadData(std::string const&)
  0.00      0.42     0.00        1     0.00     0.00  BinaryTree::saveToBinaryFile(std::basic_ofstream<char, std::char_traits<char> >&) const
  0.00      0.42     0.00        1     0.00     0.00  std::_Rb_tree_iterator<std::pair<int const, std::string> >::operator==(std::_Rb_tree_iterator<std::pair<int const, std::string> > const&) const
  0.00      0.42     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node_base const*)
  0.00      0.42     0.00        1     0.00     0.00  std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_value(std::_Rb_tree_node_base const*)
  0.00      0.42     0.00        1     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_key(std::_Rb_tree_node<std::pair<int const, std::string> > const*)
  0.00      0.42     0.00        1     0.00     0.00  std::_Rb_tree<int, std::pair<int const, std::string>, std::_Select1st<std::pair<int const, std::string> >, std::less<int>, std::allocator<std::pair<int const, std::string> > >::_S_value(std::_Rb_tree_node<std::pair<int const, std::string> > const*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 2.38% of 0.42 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     90.3    0.02    0.36                 BinaryTree::BinaryTree(unsigned int, DataSet*) [1]
                0.00    0.36       1/1           BinaryTree::buildRBinaryTree(int, float, float, float, DataSet*, int) [2]
                0.00    0.00   13791/13374458     DataSet::getOutputVariableAt(unsigned int) const [11]
                0.00    0.00    4599/2985400     DataSet::getNumberOfInstances() const [21]
                0.00    0.00    4597/2985113     std::vector<NominalFeature, std::allocator<NominalFeature> >::push_back(NominalFeature const&) [34]
